Event,Version,Platform,Params,
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/chestnut/chestnut_x_x@2x.png;  Stage ID : -1227347316023311214},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/funnel/funnel_x_x@2x.png;  Stage ID : -1227347316023311214},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:16:887 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -1227347316023311214},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:37:16:976 PM;  Stage ID : 392863764713372830;  Subject ID : 11161602;  Start Time : 16-Nov 15:37:16:975 PM;  End Time : 16-Nov 15:37:19:857 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:37:19:972 PM;  Responsive Start Time : 16-Nov 15:37:21:970 PM;  Correct First Try? : Y;  Object : cup;  Stage ID : -6982609010913245026;  End Time : 16-Nov 15:37:24:288 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/familiar/cup/cup_x_x@2x.png;  Stage ID : -6982609010913245026},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:23:220 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -6982609010913245026},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:37:24:338 PM;  Responsive Start Time : 16-Nov 15:37:26:120 PM;  Correct First Try? : Y;  Object : disk;  Trial Type : NF;  Stage ID : -8924902227856600682;  End Time : 16-Nov 15:37:27:088 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/familiar/cup/cup_x_x@2x.png;  Stage ID : -8924902227856600682},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/disk/disk_x_x@2x.png;  Stage ID : -8924902227856600682},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:26:024 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -8924902227856600682},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:27:087 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -8924902227856600682},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:37:27:179 PM;  Stage ID : 415916121238465691;  Subject ID : 11161602;  Start Time : 16-Nov 15:37:27:178 PM;  End Time : 16-Nov 15:37:30:057 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:37:30:165 PM;  Responsive Start Time : 16-Nov 15:37:31:654 PM;  Correct First Try? : Y;  Object : bowl;  Stage ID : 6822177177207879313;  End Time : 16-Nov 15:37:36:788 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/familiar/bowl/bowl_x_x@2x.png;  Stage ID : 6822177177207879313},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:35:771 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 6822177177207879313},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:37:36:830 PM;  Responsive Start Time : 16-Nov 15:37:38:088 PM;  Correct First Try? : Y;  Object : bowl;  Trial Type : C-NF;  Stage ID : 1361281931897202838;  End Time : 16-Nov 15:37:38:838 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/familiar/bowl/bowl_x_x@2x.png;  Stage ID : 1361281931897202838},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/kettle/kettle_x_x@2x.png;  Stage ID : 1361281931897202838},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:38:838 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 1361281931897202838},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 11161602;  Start Time : 16-Nov 15:37:38:944 PM;  Responsive Start Time : 16-Nov 15:37:40:350 PM;  Object : bowl;  Stage ID : 4345266151357025182;  End Time : 16-Nov 15:38:01:523 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Playtime Object;  Object 1 : Objects/familiar/bowl/bowl_x_x@2x.png;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:42:310 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:43:063 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:43:121 PM;  Object : Small Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:43:127 PM;  Object : Small Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:45:626 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:49:480 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:37:49:505 PM;  Object : Small Bubble;  Subject ID : 11161602;  Stage ID : 4345266151357025182},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:38:01:633 PM;  Stage ID : -8683000312626628976;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:01:633 PM;  End Time : 16-Nov 15:38:04:509 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:04:625 PM;  Responsive Start Time : 16-Nov 15:38:06:223 PM;  Correct First Try? : Y;  Object : fig;  Stage ID : 2101206276599434644;  End Time : 16-Nov 15:38:08:440 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/novel/fig/fig_x_x@2x.png;  Stage ID : 2101206276599434644},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:07:373 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 2101206276599434644},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:08:482 PM;  Responsive Start Time : 16-Nov 15:38:09:958 PM;  Correct First Try? : Y;  Object : fig;  Trial Type : C-NN;  Stage ID : 3417861592323387033;  End Time : 16-Nov 15:38:13:093 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/gourd/gourd_x_x@2x.png;  Stage ID : 3417861592323387033},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/fig/fig_x_x@2x.png;  Stage ID : 3417861592323387033},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:13:073 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 3417861592323387033},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:38:13:174 PM;  Stage ID : 6705522160891642770;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:13:173 PM;  End Time : 16-Nov 15:38:17:044 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:17:135 PM;  Responsive Start Time : 16-Nov 15:38:18:907 PM;  Correct First Try? : Y;  Object : pipette;  Stage ID : 8005180967720768916;  End Time : 16-Nov 15:38:21:657 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/novel/pipette/pipette_x_x@2x.png;  Stage ID : 8005180967720768916},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:20:573 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 8005180967720768916},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:21:708 PM;  Responsive Start Time : 16-Nov 15:38:22:889 PM;  Correct First Try? : N;  Object : bung;  Trial Type : NN;  Stage ID : -4505518116708036971;  End Time : 16-Nov 15:38:23:359 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/pipette/pipette_x_x@2x.png;  Stage ID : -4505518116708036971},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/bung/bung_x_x@2x.png;  Stage ID : -4505518116708036971},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:23:339 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -4505518116708036971},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:38:23:440 PM;  Stage ID : -6466746603321178736;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:23:440 PM;  End Time : 16-Nov 15:38:26:311 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:26:419 PM;  Responsive Start Time : 16-Nov 15:38:28:591 PM;  Correct First Try? : Y;  Object : pretzel;  Stage ID : 3739913131180943769;  End Time : 16-Nov 15:38:31:008 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : 3739913131180943769},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:29:991 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 3739913131180943769},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:31:054 PM;  Responsive Start Time : 16-Nov 15:38:33:274 PM;  Correct First Try? : N;  Object : tongs;  Trial Type : NF;  Stage ID : 7032084944351378320;  End Time : 16-Nov 15:38:33:643 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : 7032084944351378320},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/tongs/tongs_x_x@2x.png;  Stage ID : 7032084944351378320},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:32:693 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 7032084944351378320},
Interaction (Ignored),16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:33:113 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 7032084944351378320},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:33:624 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 7032084944351378320},
Session,16,iPad,{ Stage Type : Noise Playtime;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:33:741 PM;  Responsive Start Time : 16-Nov 15:38:33:765 PM;  Object : tongs;  Stage ID : -309433399522566251;  End Time : 16-Nov 15:38:49:646 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Playtime Object;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : -309433399522566251},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:33:831 PM;  Object : Object 3;  Subject ID : 11161602;  Stage ID : -309433399522566251},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:40:411 PM;  Object : Object 5;  Subject ID : 11161602;  Stage ID : -309433399522566251},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:40:827 PM;  Object : Object 2;  Subject ID : 11161602;  Stage ID : -309433399522566251},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:41:544 PM;  Object : Object 6;  Subject ID : 11161602;  Stage ID : -309433399522566251},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:38:49:670 PM;  Stage ID : 4334183825203866789;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:49:669 PM;  End Time : 16-Nov 15:38:53:529 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:53:627 PM;  Responsive Start Time : 16-Nov 15:38:54:941 PM;  Correct First Try? : Y;  Object : spoon;  Stage ID : 1257036244446409882;  End Time : 16-Nov 15:38:57:559 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/familiar/spoon/spoon_x_x@2x.png;  Stage ID : 1257036244446409882},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:56:542 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 1257036244446409882},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:38:57:601 PM;  Responsive Start Time : 16-Nov 15:38:59:229 PM;  Correct First Try? : Y;  Object : spoon;  Trial Type : C-NF;  Stage ID : 3133102760329410198;  End Time : 16-Nov 15:38:59:726 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/bok-choy/bok-choy_x_x@2x.png;  Stage ID : 3133102760329410198},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/familiar/spoon/spoon_x_x@2x.png;  Stage ID : 3133102760329410198},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:38:59:726 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 3133102760329410198},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:38:59:822 PM;  Stage ID : 7857746901729613468;  Subject ID : 11161602;  Start Time : 16-Nov 15:38:59:821 PM;  End Time : 16-Nov 15:39:02:096 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:39:02:209 PM;  Responsive Start Time : 16-Nov 15:39:03:709 PM;  Correct First Try? : Y;  Object : ginger;  Stage ID : 5038736471262149009;  End Time : 16-Nov 15:39:06:109 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/novel/ginger/ginger_x_x@2.png;  Stage ID : 5038736471262149009},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:05:011 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 5038736471262149009},
Session,16,iPad,{ Stage Type : Pair (Repeated);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:39:06:152 PM;  Responsive Start Time : 16-Nov 15:39:07:593 PM;  Correct First Try? : Y;  Object : ginger;  Trial Type : C-NN;  Stage ID : 7510530834512072594;  End Time : 16-Nov 15:39:08:443 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/leek/leek_x_x@2x.png;  Stage ID : 7510530834512072594},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/ginger/ginger_x_x@2.png;  Stage ID : 7510530834512072594},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:08:443 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 7510530834512072594},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:39:08:531 PM;  Stage ID : -4479977003139341420;  Subject ID : 11161602;  Start Time : 16-Nov 15:39:08:530 PM;  End Time : 16-Nov 15:39:12:413 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:39:12:520 PM;  Responsive Start Time : 16-Nov 15:39:14:695 PM;  Correct First Try? : Y;  Object : kumquat;  Stage ID : -6676564980935049842;  End Time : 16-Nov 15:39:16:910 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Target Object;  Object 1 : Objects/novel/kumquat/kumquat_x_x@2x.png;  Stage ID : -6676564980935049842},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:14:536 PM;  Object : Background;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -6676564980935049842},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:15:877 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : -6676564980935049842},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 11161602;  Fox Assistance : None;  Start Time : 16-Nov 15:39:16:962 PM;  Responsive Start Time : 16-Nov 15:39:18:478 PM;  Correct First Try? : N;  Object : sieve;  Trial Type : NN;  Stage ID : 2775001593205490588;  End Time : 16-Nov 15:39:19:108 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Left;  Object 1 : Objects/novel/kumquat/kumquat_x_x@2x.png;  Stage ID : 2775001593205490588},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Right;  Object 1 : Objects/novel/sieve/sieve_x_x@2x.png;  Stage ID : 2775001593205490588},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:19:077 PM;  Object : Choice 1;  Fox Assistance : None;  Subject ID : 11161602;  Stage ID : 2775001593205490588},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 11161602;  Start Time : 16-Nov 15:39:19:199 PM;  Responsive Start Time : 16-Nov 15:39:20:586 PM;  Object : sieve;  Stage ID : 3116297120303157665;  End Time : 16-Nov 15:39:37:580 PM},
Object Category,16,iPad,{ Subject ID : 11161602;  Category : Playtime Object;  Object 1 : Objects/novel/kumquat/kumquat_x_x@2x.png;  Stage ID : 3116297120303157665},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:24:969 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 3116297120303157665},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:25:005 PM;  Object : Small Bubble;  Subject ID : 11161602;  Stage ID : 3116297120303157665},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:25:480 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 3116297120303157665},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:39:35:570 PM;  Object : Bubble;  Subject ID : 11161602;  Stage ID : 3116297120303157665},
Create Subject,16,iPad,{ Subject ID : 11161603},
Switch Subject,16,iPad,{ User ID : 11161603;  Subject ID : 11161603},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:49:07:582 PM;  Stage ID : 8206385962042462881;  Subject ID : 11161603;  Start Time : 16-Nov 15:49:07:579 PM;  End Time : 16-Nov 15:49:10:503 PM},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161603;  Fox Assistance : None;  Start Time : 16-Nov 15:49:10:609 PM;  Responsive Start Time : 16-Nov 15:49:12:782 PM;  Correct First Try? : Y;  Object : pretzel;  Stage ID : -4134786174517259627;  End Time : 16-Nov 15:49:16:199 PM},
Object Category,16,iPad,{ Subject ID : 11161603;  Category : Target Object;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : -4134786174517259627},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:15:182 PM;  Object : Object;  Fox Assistance : None;  Subject ID : 11161603;  Stage ID : -4134786174517259627},
Session,16,iPad,{ Stage Type : Pair (New);  Subject ID : 11161603;  Fox Assistance : None;  Start Time : 16-Nov 15:49:16:217 PM;  Responsive Start Time : 16-Nov 15:49:18:015 PM;  Correct First Try? : Y;  Object : banana;  Trial Type : FF;  Stage ID : -5951494901827246442;  End Time : 16-Nov 15:49:18:984 PM},
Object Category,16,iPad,{ Subject ID : 11161603;  Category : Left;  Object 1 : Objects/familiar/pretzel/pretzel_x_x@2x.png;  Stage ID : -5951494901827246442},
Object Category,16,iPad,{ Subject ID : 11161603;  Category : Right;  Object 1 : Objects/familiar/banana/banana_x_x@2x.png;  Stage ID : -5951494901827246442},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:18:982 PM;  Object : Choice 2;  Fox Assistance : None;  Subject ID : 11161603;  Stage ID : -5951494901827246442},
Session,16,iPad,{ Stage Type : Bubble Playtime;  Subject ID : 11161603;  Start Time : 16-Nov 15:49:19:085 PM;  Responsive Start Time : 16-Nov 15:49:20:501 PM;  Object : banana;  Stage ID : 4265326467549300636;  End Time : 16-Nov 15:49:36:235 PM},
Object Category,16,iPad,{ Subject ID : 11161603;  Category : Playtime Object;  Object 1 : Objects/familiar/banana/banana_x_x@2x.png;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:22:589 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:23:791 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:23:834 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:23:838 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:24:234 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:25:185 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:26:836 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:27:121 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:28:091 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:28:585 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:29:541 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:29:595 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:29:616 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:29:818 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:30:358 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:30:586 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:30:638 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:30:663 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:31:286 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:32:086 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:32:309 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:32:551 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:32:600 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:32:801 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:33:359 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:33:685 PM;  Object : Fox;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:34:719 PM;  Object : Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:34:776 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:35:237 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:35:251 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:35:267 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:36:118 PM;  Object : Small Bubble;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:36:234 PM;  Object : Next Button;  Subject ID : 11161603;  Stage ID : 4265326467549300636},
Session,16,iPad,{ Stage Type : Welcome;  Responsive Start Time : 16-Nov 15:49:36:332 PM;  Stage ID : -323880267913433452;  Subject ID : 11161603;  Start Time : 16-Nov 15:49:36:330 PM;  End Time : 16-Nov 15:49:39:186 PM},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:36:435 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : -323880267913433452},
Interaction,16,iPad,{ Type : Touch;  Time Start : 16-Nov 15:49:36:636 PM;  Object : Background;  Subject ID : 11161603;  Stage ID : -323880267913433452},
Session,16,iPad,{ Stage Type : Identify;  Subject ID : 11161603;  Fox Assistance : None;  Start Time : 16-Nov 15:49:39:310 PM;  Responsive Start Time : 16-Nov 15:49:41:401 PM;  Correct First Try? : Y;  Object : shoe;  Stage ID : -8281456480944260203;  End Time : 16-Nov 15:49:42:917 PM},
Object Category,16,iPad,{ Subject ID : 11161603;  Category : Target Object;  Object 1 : Objects/familiar/shoe/shoe_x_x@2x.png;  Stage ID : -8281456480944260203},
